Index,Name,Number Tokens,Total Words,Total Kanji,Kanji 10+,Kanji 5+,Kanji 2+
16830,現代語訳　南総里見八犬伝　全訳／完訳（四）_ 第四輯　（第三十一回～第四十回） 現代語訳　南総里見八犬伝　全訳,39030,6827,2140,808,1182,1696
16831,現代語訳　注文の多い料理店,1658,625,462,39,101,264
16832,現代語訳　理趣経 (角川ソフィア文庫),26337,3362,1391,557,767,1088
16833,現代語訳　言志四録　完全版 (現代語訳文庫),51300,5236,1850,768,1076,1470
16834,現代語訳　銀河鉄道の夜,10487,2272,1187,262,453,832
16835,現代語訳　陸軍省パンフレット 「国防の本義とその強化の提唱」_ ２．２６事件、日本ファシズムの原点,12053,3162,1339,400,622,1007
16836,現在を生きよう (角川文庫),15290,3089,1304,369,604,991
16837,現在進行形の不登校児の親として１_ 息子が不登校になった母親の毎日。みんなきっと同じ思いだよね。 (みずいろ出版),19217,2320,1082,341,513,822
16838,現在進行形の不登校児の親として２_ 不登校は寄せては返す波のようなものだから,33135,3026,1222,478,676,970
16839,現在進行形の不登校児の親として３_ 不登校の出口を探して（完結編） (みずいろ出版),23995,2683,1146,407,599,868
16840,現地採用女子！,28633,5252,1643,573,883,1307
16841,現場刑事の掟 (文庫ぎんが堂),28305,4199,1476,546,801,1175
16842,現実は厳しい。でも幸せにはなれる,41102,3390,1307,564,768,1060
16843,現実を書き換える宇宙の教科書_ あなたは今のお金や人間関係に満足？,11553,1513,823,248,384,604
16844,現実主義勇者の王国再建記 Ⅰ,45543,7036,2047,839,1182,1656
16845,現実主義勇者の王国再建記 Ⅱ,44853,6151,1915,775,1095,1568
16846,現実主義勇者の王国再建記 Ⅲ,47505,6656,1943,798,1146,1603
16847,現実主義勇者の王国再建記 Ⅳ,47826,6726,1953,827,1145,1580
16848,現実主義勇者の王国再建記 Ⅴ,46909,6566,1900,795,1125,1561
16849,現実主義勇者の王国再建記 Ⅵ,44182,5655,1816,705,996,1482
16850,現役プロ美少女ライトノベル作家が教える！ライトノベルを読むのは楽しいけど、書いてみるともっと楽しいかもよ！？ (角川スニーカー文庫),39166,5370,1650,609,877,1289
16851,現役女子大学生が「セクハラ」について考えてみた,1573,591,437,41,108,268
16852,現役教師パパが語る　私立中学校の見抜き方,3130,890,594,98,199,382
16853,現状報告！オタク女子ですが、エリート上司に愛されてます。 (マカロン文庫),21269,2531,1106,369,559,843
16854,理屈が通らねえ (角川文庫),44221,5655,1791,706,1029,1435
16855,理想のペット (e-NOVELS),3446,1120,690,82,184,405
16856,理想の彼と疑似結婚生活 (シンデレラノベルス),48495,5401,1719,722,1012,1406
16857,理想の彼女のつくりかた2　第二稿 雨と紫陽花とセカンドガール (電撃文庫),30721,4571,1600,534,790,1231
16858,理想の彼女のつくりかた3　第三稿 彼女と僕のアラウンド (電撃文庫),37114,5198,1701,599,891,1367
16859,理想の彼女のつくりかた　第一稿 のはずがポンコツだなんて、そ、そんなバカなっ！ (電撃文庫),46494,6273,1867,724,1034,1514
16860,理想の結婚式は甘くない (メディアワークス文庫),31040,4137,1446,519,767,1163
16861,理由なき朝食　弾射音ショートショート集Vol.1,12464,3175,1386,323,597,1016
16862,理由（わけ）あって冬に出る 市立高校シリーズ (創元推理文庫),36205,4829,1638,612,879,1299
16863,理系上司の溺愛レシピ (マカロン文庫),20777,3104,1293,422,640,1016
16864,理系王子と拾われた花嫁【SS付】【イラスト付】 (チュールキス),38032,5792,1824,695,996,1471
16865,琉球奇譚 ベーベークーの呪い (竹書房文庫),23736,4045,1587,475,770,1190
16866,琉球奇譚　キリキザワイの怪 (竹書房文庫),25051,4051,1570,504,789,1180
16867,琉球奇譚　シマクサラシの夜 (竹書房文庫),24047,4096,1562,484,752,1190
16868,琥珀の鳥籠～偽りを蕩かす初めての恋と秘密～ (夢中文庫プランセ),28988,3890,1557,567,855,1243
16869,琴乃木山荘の不思議事件簿,30749,4344,1557,560,835,1217
16870,瑕死物件　２０９号室のアオイ (角川ホラー文庫),41778,6551,1959,751,1106,1590
16871,瑞獣の雀 (ホネツキラム工房),25014,3608,1501,495,765,1175
16872,瓦版屋権兵衛 筆さばき　　抜かずの剣 (コスミック時代文庫),31351,4372,1610,564,862,1281
16873,瓶詰の地獄 (角川文庫),38618,6547,2008,753,1123,1614
16874,甘いおしおきを君に (ソーニャ文庫),32178,4488,1654,607,896,1310
16875,甘いキスで始まる恋　～ドクターは俺様御曹司〜 (ロマンスヒルズコレクション),32808,4208,1558,592,869,1242
16876,甘い夜の続きを、もう一度～上司がクールな仮面を外すとき～ (夢中文庫セレナイト),11107,2376,1124,260,440,820
16877,甘い復讐 淫らな躰 (らぶドロップス),26828,3789,1494,522,790,1178
16878,甘い恋を騎士と ～ 踊り子は独占される ～ (マリーローズ文庫),28096,3551,1466,552,798,1191
16879,甘い束縛　軍人侯爵の淫戯 (蜜猫文庫),31374,4484,1634,587,903,1317
16880,甘い生活　La Dolce Vita,5040,1661,924,122,266,583
16881,甘い蜜の牢獄 (蜜猫文庫),35231,3880,1530,587,830,1215
16882,甘い記憶をノックして (らぶドロップス),14260,2769,1196,303,516,857
16883,甘い誤算　特異体質の御曹司は初心なオメガを独占する (らぶドロップス),42205,4218,1502,628,880,1219
16884,甘い誤算　特異体質の御曹司は運命のつがいを本能で愛す (蜜夢文庫),42134,4312,1517,639,891,1235
16885,甘い調教、淫らな服従。 (秘蜜の本棚),4720,1495,844,113,261,557
16886,甘えたいのはあなただけ (夢中文庫セレナイト),16787,2564,1146,339,535,842
16887,甘えて、甘やかして。たっぷりと (夢中文庫クリスタル),9256,1862,990,210,375,698
16888,甘くてごめんね (もえぎ文庫ピュアリー),20920,3528,1428,434,688,1077
16889,甘く優しい世界で生きるには 1 (MFブックス),39449,4807,1679,672,948,1341
16890,甘く優しい世界で生きるには 2 (MFブックス),45678,5063,1674,741,1007,1381
16891,甘く優しい世界で生きるには 3 (MFブックス),51234,5876,1810,820,1127,1519
16892,甘く淫らな婚活指導 (蜜猫文庫),35917,4896,1700,634,955,1384
16893,甘やかな罠　秘め事しらべ (竹書房ラブロマン文庫),31049,4868,1637,603,879,1308
16894,甘党ぶらぶら地図 (角川文庫),42225,6232,1874,706,1040,1496
16895,甘栗と戦車とシロノワール 甘栗シリーズ (角川文庫),36863,4912,1709,582,900,1338
16896,甘栗と金貨とエルム 甘栗シリーズ (角川文庫),39133,5126,1726,591,887,1383
16897,甘水岩（あまみいわ） 修羅の忍び・伊真 (PHP文庫),37048,5595,1874,715,1023,1491
16898,生かじり聖書物語,19715,3391,1461,421,690,1097
16899,生きがい　戯作者南風 余命つづり (角川文庫),37991,5445,1883,663,992,1495
16900,生きがいの本質 私たちは、なぜ生きているのか (PHP文庫),45677,4587,1568,689,928,1262
16901,生きづらさ革命_ あなたはなぜ葛藤するのか？その答えを導く潜在数秘術の入門書,22279,2385,1053,399,558,824
16902,生きてさえいれば (文芸社文庫NEO),43690,6063,1910,740,1097,1541
16903,生きて行く私 (角川文庫),54318,7184,2124,841,1224,1720
16904,生きる。死ぬ。,24371,3164,1359,409,661,1037
16905,生きるための哲学,12460,2757,1323,297,497,902
16906,生きるとは？――海の森林が教えてくれたこと　なぜ昆布は死んでからダシが出るのか (impress QuickBooks),10094,2556,1225,303,551,908
16907,生きるのが楽しくなる知恵袋――毎日がこんない変わる！楽天発想 三笠書房　電子書籍,24401,4459,1547,532,796,1214
16908,生きるべきように生きれば、いつの日かかならず花は咲くものです,7970,2586,1252,215,430,833
16909,生きるよすがとしての神話 (角川ソフィア文庫),67807,8546,2144,1018,1321,1794
16910,生きる勉強 (サンガ新書),25797,2984,1283,432,648,1003
16911,生きる天才の証　I (BoBoBooks),38165,6190,1983,792,1126,1601
16912,生きる歓び (角川文庫),34537,4665,1673,593,882,1318
16913,生き方は星空が教えてくれる,28128,3930,1561,557,826,1223
16914,生と死のボーダーラインで揺れた 問題少女,40310,5946,1788,684,975,1435
16915,生について 葬送最前線,18287,3039,1376,408,650,1018
16916,生まれてきたことに価値がある　〜すべての答えは自分の中にあった〜,21146,3182,1302,414,614,986
16917,生前情交痕跡あり (角川文庫),34494,4746,1705,629,912,1341
16918,生命の旅出会う言葉,15583,3369,1452,389,640,1063
16919,生命力あふれる万葉集の樹木,23572,4011,1559,484,723,1163
16920,生命転生の秘密　カルマの法則 (祥伝社黄金文庫),27788,4154,1534,549,823,1208
16921,生徒会厄払執行委員 支倉栞 (二次元ぷち文庫),15867,3395,1396,413,654,1048
16922,生徒会室の秘め事 (エルミタージュノベルズ),12903,2380,1117,296,497,823
16923,生徒会長 浅羽静香の想い人 (二次元ぷち文庫),8228,2340,1130,216,423,790
16924,生徒会長と紳士なケダモノ (もえぎ文庫),19731,3402,1420,392,652,1077
16925,生徒会長はエロゲー好き,35044,5224,1680,581,866,1331
16926,生徒会長は今日も憂鬱 (もえぎ文庫ピュアリー),22037,2862,1243,408,611,951
16927,生徒会長は俺の嫁！？ (美少女文庫),32630,4927,1709,609,923,1339
16928,生徒会長を脱がそう！,39637,5409,1736,695,1003,1415
16929,生徒会長サマは放課後Ｍ!_ (美少女文庫),31806,4378,1547,538,800,1218
16930,生徒会長ブリーダー　お嬢様の飼育日記 生徒会長ブリーダーシリーズ (二次元ドリーム文庫),36205,5165,1690,690,970,1394
16931,生徒会長ブリーダーちゅう お嬢様の超☆飼育日記 生徒会長ブリーダーシリーズ (二次元ドリーム文庫),37767,5244,1701,701,986,1388
16932,生徒会長姉妹を毒電波で堕としてみた,36247,4249,1544,579,858,1238
16933,生徒会長沢城朱莉のヒミツ (二次元ドリーム文庫),32067,3017,1219,529,730,1006
16934,生意気なお嬢様を従順にする方法【電子特典付き】 (MF文庫J),34981,4625,1529,598,866,1249
16935,生業としての小説家戦略 専業作家として一生食っていくための「稼げる」マニュアル54 (スマートブックス),20122,2950,1257,415,626,957
16936,生贄のジレンマ＜上＞ (メディアワークス文庫),40803,4424,1575,617,883,1246
16937,生贄のジレンマ＜下＞ (メディアワークス文庫),37225,4025,1489,599,840,1193
16938,生贄のジレンマ＜中＞ (メディアワークス文庫),38745,4567,1586,635,891,1261
16939,生首に聞いてみろ (角川文庫),90801,9701,2172,1061,1407,1845
16940,産後ママの悩みを解決する本_ 産後つらくなったら読んでください,2302,749,535,67,154,323
16941,甦る日本史［1］［古代・貴族社会篇］ 頼山陽の『日本楽府』を読む PHP文庫,46267,7912,2226,858,1237,1779
16942,甦る日本史［3］［戦国･織豊時代篇＝応仁の乱から朝鮮出兵まで］ 頼山陽の『日本楽府』を読む PHP文庫,49532,9059,2483,923,1350,2044
16943,田中正造 作品全集,10723,3607,1639,354,634,1134
16944,田中角栄の人を動かすスピーチ術 (講談社＋α文庫),22809,4566,1686,530,828,1308
16945,田中貢太郎 作品全集,180122,17566,3455,1810,2253,2921
16946,田山花袋 作品全集,143689,15353,3204,1689,2137,2761
16947,田舎のホームセンター男の自由な異世界生活 1 (MFブックス),41268,5426,1789,729,1050,1460
16948,田舎のホームセンター男の自由な異世界生活 2 (MFブックス),32861,4767,1648,648,943,1348
16949,田舎の刑事の趣味とお仕事 (創元推理文庫),41357,5131,1711,705,983,1396
16950,田舎の子、都会で恋を覚える。 (たろまろnovel 青屋),57939,5574,1670,728,982,1372
16951,田舎の怖イ噂 (竹書房文庫),26044,4583,1703,543,828,1325
16952,田舎暮らしは怪異にご注意　わけあり隣人のまかないさん始めました (フローライト),28289,4892,1751,608,920,1385
16953,由佳の成長、それは奇跡の出会いからはじまった_ 「会社のあり方」「私の生き方」,39214,5130,1555,634,890,1268
16954,甲冑男子　〜言えないわたしを支えてくれる秘密の彼氏たち〜 (LINE文庫),23103,3971,1552,453,762,1202
16955,甲子園でもう一度きみに逢えたら,39327,6074,1805,707,1002,1463
16956,甲賀忍法帖　山田風太郎ベストコレクション (角川文庫),46035,6097,2024,772,1128,1616
16957,男たちのブルース,33596,4781,1677,604,917,1357
16958,男たちの大和（上） 男たちの大和シリーズ (角川文庫),56523,8361,2148,942,1288,1775
16959,男たちの大和（下） 男たちの大和シリーズ (角川文庫),51848,7317,2045,873,1191,1675
16960,男と女の心理学入門,16466,2575,1156,372,556,868
16961,男の切れ味（上） 男論,14154,4263,1566,403,707,1180
16962,男の切れ味（下） 男論,13187,3838,1518,363,623,1113
16963,男の切れ味（中） 男論,12030,3831,1503,354,637,1078
16964,男の娘とのセックスで絶頂に至ったワイ、あまりの爆射にワロエナイ 2 未知の快楽を見出した6人の新世界 (夜恋Books),8615,2106,1056,187,355,700
16965,男の娘とのセックスで絶頂に至ったワイ、あまりの爆射にワロエナイ 快感の極致を知った８人のＬＧＢＴ夜話 (夜恋Books),9730,2089,1005,220,381,713
16966,男の子には秘密がある (もえぎ文庫ピュアリー),21086,3520,1402,448,695,1052
16967,男の真剣勝負 (角川文庫),55386,10494,2371,1001,1385,1947
16968,男の禅語―――「生き方の軸」はどこにあるのか,19443,3156,1369,400,638,1049
16969,男の老子 「フイゴ人間」になろう,33007,5374,1788,614,915,1391
16970,男の論語（上） (PHP文庫),34389,5040,1729,621,913,1392
16971,男の論語（下） (PHP文庫),38773,5451,1801,658,988,1491
16972,男の首 メグレ,30647,4688,1692,605,878,1313
16973,男は3語であやつれる (PHP文庫),16774,2696,1181,316,530,866
16974,男は寒い夢を見る (光文社文庫),37692,5509,1827,660,986,1449
16975,男を夢中にさせる恋愛のルール (中経出版),22391,2731,1193,401,606,920
16976,男前な上司が俺を愛しすぎて女性からの嫉妬が凄い,1444,637,476,27,95,250
16977,男同士の交際を申し込んできた幼馴染が可愛すぎる,1550,642,497,39,104,287
16978,男同士の友情を恋心に変えるには,1860,804,567,50,120,317
16979,男心の掌握術 男を動かす女の駆け引き29 スマートブックス,10477,2445,1180,238,444,806
16980,男爵令嬢は婚活よりもふもふをご所望です (夢中文庫セレナイト),17466,3221,1411,407,658,1072
16981,男色の景色 (角川ソフィア文庫),49555,9349,2371,894,1268,1863
16982,男色湯屋へようこそ！ (こはく堂文庫),13949,2891,1298,320,535,923
16983,男装したら数日でバレて、国王陛下に溺愛されています (ベリーズ文庫),41444,3998,1533,625,867,1239
16984,男装した伯爵令嬢ですが、大公殿下にプロポーズされました (ベリーズ文庫),52323,5566,1797,837,1121,1501
16985,男装姫と絶倫王の激しすぎる蜜夜 (蜜猫文庫),32109,4667,1717,628,942,1378
16986,男装騎士の憂鬱な任務 (角川ビーンズ文庫),39173,4800,1650,714,1019,1392
16987,男装騎士の憂鬱な任務２ (角川ビーンズ文庫),35491,4292,1573,630,921,1301
16988,町人の思想・農民の思想 日本思想史講義,4718,1868,988,153,311,640
16989,画狂其一,56858,9709,2496,1038,1479,2049
16990,留置場勤務刑事・宇佐美丈（１）　刑・惨殺,45708,4810,1634,729,970,1335
16991,留置場勤務刑事・宇佐美丈（２）　刑・犯殺,39924,4396,1540,652,898,1246
16992,留置場勤務刑事・宇佐美丈（３）　刑・奪殺,39577,4014,1454,612,841,1197
16993,略奪カレシの過激な溺愛執着宣言～一生お前は俺の物だから～ (夢中文庫ペアーレ),11615,2210,1089,242,408,765
16994,番長は生徒会長様のケツマン奴隷♥騎乗位からの突き上げラブハメ♥,3518,1335,759,71,174,456
16995,異 上杉軍記1 義将・輝虎奔る！ (歴史群像新書),44706,6218,1890,793,1121,1559
16996,異 上杉軍記2 信長の罠 (歴史群像新書),42498,6337,1932,771,1113,1561
16997,異 上杉軍記3 長良川決戦 (歴史群像新書),44190,6250,1911,790,1103,1574
16998,異 帝国太平洋戦争 勃発！ジャワ沖海戦 (歴史群像新書),38782,5758,1768,739,997,1415
16999,異 帝国太平洋戦争 実験艦隊、北洋出撃！ (歴史群像新書),41033,5739,1740,747,986,1412
17000,異 帝国太平洋戦争 旭日作戦、成就！ (歴史群像新書),41963,5672,1694,733,991,1371
17001,異 帝国太平洋戦争 死闘！ミッドウェイ攻略戦 (歴史群像新書),40584,4809,1542,686,913,1254
17002,異 帝国太平洋戦争 激突！第二次ミッドウェイ海戦 (歴史群像新書),41845,5636,1710,728,973,1387
17003,異 帝国太平洋戦争 激闘！ 中部太平洋海戦 (歴史群像新書),41226,5158,1597,702,920,1306
17004,異 帝国太平洋戦争 激闘！ 珊瑚海海戦 (歴史群像新書),38133,5254,1631,712,950,1326
17005,異 帝国太平洋戦争 特試101部隊爆撃！ (歴史群像新書),38073,6151,1824,730,1015,1458
17006,異 帝国太平洋戦争 米豪遮断作戦、開始！ (歴史群像新書),41419,5720,1731,728,988,1371
17007,異 帝国太平洋戦争 西部戦線異状あり！ (歴史群像新書),41773,5833,1712,738,1000,1374
17008,異 帝国太平洋戦争 連合軍反撃開始！ (歴史群像新書),41184,5679,1724,735,990,1380
17009,異世界JK町おこし　～このことについて、魔族に依頼してよろしいか伺います～ (電撃文庫),33330,4676,1637,595,899,1306
17010,異世界おもてなしご飯　２　～精霊の歌と約束の杯～ (カドカワBOOKS),43048,5743,1864,740,1057,1525
17011,異世界おもてなしご飯　～聖女召喚と黄金プリン～ (カドカワBOOKS),43837,5734,1830,784,1085,1539
17012,異世界からJK転生した元妹が、超グイグイくる。 1 (HJ文庫),34134,4557,1625,581,836,1266
17013,異世界からの一粒の　～この姫騎士、チェンジ！～ (電撃文庫),28583,4163,1495,527,780,1159
17014,異世界から来た石精使いは、年下騎士に愛される (夜乃森ノベルズ),41585,5419,1763,723,1045,1431
17015,異世界が地球を制圧して100年、東京に帰ったらエルフの家族ができました。 (角川スニーカー文庫),27869,4217,1566,519,785,1190
17016,異世界だから誰かに従うのはやめにする　～チートスキルでヒャッハーする～ (MFブックス),52953,4094,1574,682,897,1270
17017,異世界で 上前はねて 生きていく～再生魔法使いのゆるふわ人材派遣生活～ (Mノベルス),46919,6785,2001,812,1136,1586
17018,異世界で、なんちゃって王宮ナースになりました。 (ベリーズ文庫),51302,5982,1906,807,1135,1577
17019,異世界でもふもふなでなでするためにがんばってます。 ： 2 (Mノベルス),44444,5852,1867,737,1061,1517
17020,異世界でもふもふなでなでするためにがんばってます。 ： 3 (Mノベルス),38057,5185,1732,652,962,1388
17021,異世界でスキルを解体したらチートな嫁が増殖しました　概念交差のストラクチャー (カドカワBOOKS),33040,4084,1501,576,851,1207
17022,異世界でタコ焼き屋はじめたけど、わりと簡単につぶれた (HJ文庫),31793,6790,1984,677,1041,1551
17023,異世界でトレーナーをしています。 (HJ文庫),25612,4044,1557,548,810,1239
17024,異世界でトレーナーをしています。2 (HJ文庫),23771,3723,1486,508,781,1172
17025,異世界でハンター始めました。　獲物はおいしくいただきます (ファミ通文庫),30169,4738,1754,607,935,1384
17026,異世界でハンター始めました。　獲物はおいしくいただきます 2 (ファミ通文庫),29790,4647,1685,596,902,1324
17027,異世界で二人の願いを叶えるために(1) (スターダストノベルス),29157,2731,1227,471,661,964
17028,異世界で二人の願いを叶えるために(2) (スターダストノベルス),32901,3090,1299,506,712,1022
17029,異世界で二人の願いを叶えるために(3) (スターダストノベルス),24835,2662,1220,439,633,941
17030,異世界で孤児院を開いたけど、なぜか誰一人巣立とうとしない件 (TOブックスラノベ),41446,5389,1803,688,1005,1452
17031,異世界で孤児院を開いたけど、なぜか誰一人巣立とうとしない件２ (TOブックスラノベ),35640,4990,1749,615,926,1392
17032,異世界で孤児院を開いたけど、なぜか誰一人巣立とうとしない件３ (TOブックスラノベ),33313,5181,1776,617,937,1385
17033,異世界で恋をしましたが、相手は竜人で、しかも思い人がいるようです【初回限定SS付】【イラスト付】 (フェアリーキス),40133,4019,1546,581,828,1203
17034,異世界で愛され姫になったら現実が変わりはじめました。 (ムーンドロップス),40412,4990,1653,656,935,1361
17035,異世界で愛され姫になったら現実が変わりはじめました。 (ルキア),39933,4916,1640,644,926,1343
17036,異世界で推しの溺愛が止まりません！　転移したらめっちゃ愛されヒロインでした♡ (蜜猫ｎｏｖｅｌｓ),36346,4462,1687,579,900,1330
17037,異世界で料理人を命じられたオレが女王陛下の軍師に成り上がる！ (HJ NOVELS),33328,5017,1723,638,908,1347
17038,異世界で料理人を命じられたオレが女王陛下の軍師に成り上がる！2皿め (HJ NOVELS),35198,5180,1801,596,928,1418
17039,異世界で竜が許嫁です (角川ビーンズ文庫),33235,4183,1599,527,826,1236
17040,異世界で竜が許嫁です 2【電子特典付き】 (角川ビーンズ文庫),34986,4029,1537,545,825,1217
17041,異世界で魔王の花嫁（未定）になりました。 異世界で魔王の花嫁になりました。 (ビーズログ文庫),27780,3950,1569,498,768,1204
17042,異世界で魔王を倒したら、王族からの風当たりが強くなったので、現実世界に戻ってきました 2,5474,1415,822,134,272,542
17043,異世界で魔王を倒したら、王族からの風当たりが強くなったので、現実世界に戻ってきました 3,5672,1442,839,139,276,542
17044,異世界で魔王を倒したら、王族からの風当たりが強くなったので、現実世界に戻ってきました １,5057,1472,868,130,260,561
17045,異世界で魔王を倒したら、王族からの風当たりが強くなったので、現実世界に戻ってきました ４,5054,1343,801,137,273,521
17046,異世界ならお客さんに手を出しても問題ないよね？―後宮エステ、開業します！― (オシリス文庫),13142,2812,1272,340,563,928
17047,異世界にカフェは必要ですか？　恋が生まれる秘蔵のレシピ (角川ビーンズ文庫),32708,4866,1696,609,910,1326
17048,異世界に呼ばれたおっさん、異世界の知識がないけど頑張る,37293,4373,1615,618,885,1288
17049,異世界に咲くは百合の花 (GL文庫),28000,4630,1672,554,845,1287
17050,異世界に落とされた…浄化は基本！【電子書籍限定書き下ろしSS付き】,38392,3862,1493,620,867,1200
17051,異世界に転生したら美少女で女城主だった。 (ファミ通文庫),33072,4995,1725,640,925,1364
17052,異世界に飛ばされた清掃委員だけど何か質問ある？【Amazon限定】,31025,4657,1671,608,908,1314
17053,異世界ぬいぐるみ無双　～俺のスキルが『人形使い』～ (MFブックス),38976,4943,1682,625,886,1314
17054,異世界の役所でアルバイト始めました ： 1 (モンスター文庫),40213,5423,1799,687,1008,1466
17055,異世界の役所でアルバイト始めました ： 2 (モンスター文庫),38152,5174,1770,715,1004,1459
17056,異世界の役所でアルバイト始めました ： 3 (モンスター文庫),37463,5076,1758,666,979,1423
17057,異世界の役所でアルバイト始めました ： 4 (モンスター文庫),38568,5459,1843,676,1006,1458
17058,異世界の役所でアルバイト始めました ： 5 (モンスター文庫),35808,4954,1705,610,895,1336
17059,異世界の恋人はスライム王子の触手で溺愛される (ムーンドロップス),40159,4809,1638,627,912,1317
17060,異世界の果てで開拓ごはん！　２　～座敷わらしと目指す快適スローライフ～ (カドカワBOOKS),36647,5531,1829,694,1034,1486
17061,異世界の果てで開拓ごはん！　～座敷わらしと目指す快適スローライフ～ (カドカワBOOKS),40589,5812,1861,718,1060,1518
17062,異世界の蛇口_ 神殺し魔起き (万妖衆),32780,5468,1895,609,936,1472
17063,異世界の貧乏農家に転生したので、レンガを作って城を建てることにしました【電子書籍限定書き下ろしSS付き】,46110,4648,1638,671,942,1336
17064,異世界の貧乏農家に転生したので、レンガを作って城を建てることにしました２【電子限定特典付き】,56189,5144,1674,761,1004,1362
17065,異世界の迷宮都市で治癒魔法使いやってます ： 1 (モンスター文庫),35230,4379,1590,594,865,1272
17066,異世界の迷宮都市で治癒魔法使いやってます ： 2 (モンスター文庫),33350,3938,1521,573,834,1220
17067,異世界の迷宮都市で治癒魔法使いやってます ： 3 (モンスター文庫),32285,3672,1468,536,772,1164
17068,異世界はスマートフォンとともに。,37500,5311,1792,677,974,1431
17069,異世界はスマートフォンとともに。1 (HJ NOVELS),37499,5310,1792,677,974,1431
17070,異世界はスマートフォンとともに。10,38953,5802,1817,687,1003,1450
17071,異世界はスマートフォンとともに。11,40308,5804,1855,729,1041,1499
17072,異世界はスマートフォンとともに。2,38001,5214,1751,685,963,1393
17073,異世界はスマートフォンとともに。3,37842,5337,1768,682,972,1397
17074,異世界はスマートフォンとともに。4,38300,5388,1748,669,1007,1400
17075,異世界はスマートフォンとともに。5,39203,5767,1819,719,1040,1483
17076,異世界はスマートフォンとともに。6,38481,5647,1828,690,1007,1483
17077,異世界はスマートフォンとともに。7,40783,5678,1793,692,992,1442
17078,異世界はスマートフォンとともに。8,37222,5632,1785,698,998,1415
17079,異世界はスマートフォンとともに。9,40018,5857,1834,724,1013,1460
17080,異世界は幸せ(テンプレ)に満ち溢れている (TOブックスラノベ),33172,4359,1589,637,896,1282
17081,異世界は幸せ(テンプレ)に満ち溢れている２ (TOブックスラノベ),35551,4699,1640,677,963,1328
17082,異世界は幸せ(テンプレ)に満ち溢れている３ (TOブックスラノベ),51613,5153,1708,794,1043,1412
17083,異世界は幸せ(テンプレ)に満ち溢れている４ (TOブックスラノベ),52298,5660,1832,838,1120,1519
17084,異世界は幸せ(テンプレ)に満ち溢れている５【電子書籍限定書き下ろしSS付き】 (TOブックスラノベ),57796,5837,1827,845,1142,1525
17085,異世界エース ： 1 (モンスター文庫),32628,4649,1633,610,869,1279
17086,異世界エース ： 2 (モンスター文庫),38539,5112,1720,681,964,1395
17087,異世界エース ： 3 (モンスター文庫),38640,5096,1734,652,954,1389
17088,異世界ギルドの英雄師弟 (講談社ラノベ文庫),30568,4286,1631,583,872,1327
17089,異世界クイーンメーカー　～わがままプリンセスとの授業日誌～ (MFブックス),33417,5176,1727,664,967,1405
17090,異世界クエストは放課後に！～クールな先輩がオレに告白するようです～3 (HJ文庫),33188,4391,1649,552,857,1321
17091,異世界クエストは放課後に！～クールな先輩がオレの前だけ笑顔になるようです～ (HJ文庫),36763,4649,1705,621,923,1349
17092,異世界クエストは放課後に！～銀髪美少女がオレに迫ってくるようです～2 (HJ文庫),30966,4315,1635,533,814,1260
17093,異世界サバイバル　～クラスから追放されたけど、スキルの力で生き延びる～ (LINE文庫エッジ),31145,3735,1403,527,767,1122
17094,異世界チート開拓記 ： 1 (Mノベルス),36666,5080,1726,694,1010,1409
17095,異世界チート開拓記 ： 2 (Mノベルス),32306,4409,1594,596,895,1278
17096,異世界チート開拓記 ： 3 (Mノベルス),36352,4576,1606,649,948,1290
17097,異世界トリップしたら氷帝に溺愛される女神になりました (夢中文庫ペアーレ),19270,3694,1517,432,717,1176
17098,異世界トリップしたら男装王女にさせられて一途な騎士団長に溺愛されました (夢中文庫プランセ),16600,3285,1364,370,637,1035
17099,異世界トリップして強面騎士隊長の若奥様になりました！？【SS付】【イラスト付】 (ロイヤルキス),33437,4469,1709,584,876,1343
17100,異世界トリップして王太子殿下の新妻になりました！？【SS付】【イラスト付】 (ロイヤルキス),33444,4543,1684,573,866,1333
17101,異世界トリップの脇役だった件【初回限定SS・電子限定SS付】【イラスト付】 (フェアリーキス),46564,5129,1656,673,941,1336
17102,異世界トリップの脇役だった件２　美少年にされた件【初回限定SS付】【イラスト付】 (フェアリーキス),50441,5588,1746,720,1043,1424
17103,異世界パン屋さん　騎士様に魔法のパンを食べさせるお仕事です！？【初回限定SS付】【イラスト付】 (フェアリーキス),42174,5060,1736,700,1002,1418
17104,異世界・王都のエルフのお好み焼き屋繁盛記 (イーデスブックス),5562,1659,962,141,268,586
17105,異世界人の手引き書 (カドカワBOOKS),33256,4238,1547,602,878,1261
17106,異世界人の手引き書 2 (カドカワBOOKS),27981,3872,1453,555,807,1157
17107,異世界侵略 パラレルワールド,8553,1605,872,212,353,611
17108,異世界侵略3_ 真実、そして異世界の実体 パラレルワールド,3995,1083,737,109,223,471
17109,異世界侵略4_ 異世界へ パラレルワールド,5125,1251,783,144,281,531
17110,異世界侵略5_ ランダーへ パラレルワールド,10546,2034,1074,269,437,772
17111,異世界侵略6_ 離反者,13662,2309,1149,325,529,866
17112,異世界侵略7_ 不時着,11522,2205,1123,304,483,840
17113,異世界侵略8_ ラバンシャ (新想社),18245,2878,1284,406,654,989
17114,異世界侵略　2 パラレルワールド,7107,1444,862,175,335,590
17115,異世界再建計画　１　転生勇者の後始末 (レジェンドノベルス),29876,5168,1789,607,923,1413
